,address,city,floor,id,latitude,longitude,price,rooms,sq,year
13017,Krowodrza ul. Mazowiecka ul. Œl¹ska,Kraków,4,22107,52.3511111,19.9441667,539000,2,42.3,2021
13018,Wilda Dêbiec,Poznañ,3,2164,52.3711081,16.9163707,299000,2,48,1970
13019,Ochota Grójecka,Warszawa,3,17768,52.211874,20.977725,751000,2,57.6,2009
13020,Grzegórzki p³k. Francesco Nullo,Kraków,3,28628,50.0596827,19.9674377,1350000,4,92,2016
13021,Wola,Warszawa,8,17592,52.2362379,20.9547815,1549000,5,142,2002
13022,Mokotów Bia³ej Koniczyny,Warszawa,0,14011,52.1842458,21.042709,1351840,3,84.49,2020
13023,Œródmieœcie,Warszawa,1,14361,52.2328098,21.019067,2750000,5,170,1930
13024,Œródmieœcie Dzielna,Warszawa,4,13872,52.247149,20.9929607,1999000,3,85,2019
13025,Je¿yce Strzeszyn ul. Witolda Pileckiego,Poznañ,0,845,52.4465855,16.8658054,549000,3,62,2019
13026,Ursus ul. Magnacka,Warszawa,1,12501,52.1952733,20.8587408,699000,4,69.8,2010
13027,Œródmieœcie,Warszawa,6,10534,52.2328098,21.019067,880000,2,47,1960
13028,Je¿yce Podolany Druskiennicka,Poznañ,1,973,52.4006632,16.91973259,297000,2,32,2020
13029,Wilda,Poznañ,3,5973,52.3897748,16.9174381,459000,4,77,1910
13030,Mokotów Sielce Jurija Gagarina,Warszawa,6,15712,52.2069969,21.0483493,380000,1,33.2,1958
13031,Rembertów Che³m¿yñska,Warszawa,4,10570,52.2459641,21.133045,274326,2,35.17,2022
13032,Nowe Miasto Ostrów Tumski Zagórze 9,Poznañ,1,2644,52.4082397,16.9491412,691092,3,71.1,2021
13033,Bemowo Obroñców Tobruku,Warszawa,3,15093,52.2577181,20.93053338,680000,2,56.5,2005
13034,Podgórze P³aszów p³k. Ryszarda Kukliñskiego,Kraków,1,25505,50.04450785,19.9731901,378000,2,36,2020
13035,Praga-Po³udnie,Warszawa,8,11571,52.2373961,21.0712578,575000,3,52,1983
13036,Krowodrza Rusznikarska,Kraków,0,23672,50.0853032,19.9270113,515000,3,63,1997
13037,Nowa Huta Kantorowicka,Kraków,0,20231,50.1064193,20.0577289,285000,1,31.39,2019
13038,Bronowice Bronowice Ma³e ul. ks. Stanis³awa Truszkowskiego,Kraków,1,29419,50.0933216,19.8731968,557862,4,71.53,2022
13039,Ursus ul. Dzieci Warszawy,Warszawa,0,12642,52.1906514,20.9125341,692920,4,81.52,2021
13040,Dêbniki Stare Dêbniki Zagrody,Kraków,4,25498,50.04873845,19.9246058,462000,2,31.2,2020
13041,Stare Miasto Kazimierz Pauliñska ,Kraków,1,26222,54.4352384,16.6168421,890000,3,70.7,1936
13042,Nowe Miasto Rataje,Poznañ,1,2739,52.3901295,16.9535909,610000,2,57.53,2014
13043,Podgórze P³aszów Seweryna Goszczyñskiego,Kraków,3,25765,50.0372338,19.9917518,401375,2,42.25,2021
13044,Rembertów Stra¿acka,Warszawa,5,11234,52.25860545,21.15672556,396000,3,55,2021
13045,Nowe Miasto Malta ul. Katowicka,Poznañ,5,5881,52.3973449,16.9619394,358622.5,2,38.77,2022
13046,Nowe Miasto Malta,Poznañ,1,1679,52.40739345,16.97946707,442964,3,54.02,2021
13047,Bemowo,Warszawa,3,18055,52.2389738,20.9132881,425000,1,32,2007
13048,Ursus Edwarda Habicha,Warszawa,0,16239,52.20524315,20.87894997,476999,3,62,2022
13049,Stare Miasto Centrum ul. Mieczys³awa Niedzia³kowskiego,Poznañ,0,3324,52.3993455,16.9246072,293700,1,26.7,2020
13050,Wola ul. ¯ytnia,Warszawa,6,8151,52.2394414,20.97456658,915000,3,83,2005
13051,Krowodrza Wroc³awska,Kraków,4,20072,50.0781206,19.9237274,361800,1,29.45,2020
13052,Mokotów ul. Pory,Warszawa,4,16094,52.1840585,21.044302,296520,1,21.18,2023
13053,Ochota Stara Ochota,Warszawa,3,17084,52.21691,20.97827,929000,2,57,1932
13054,Bronowice,Kraków,4,27059,50.0833247,19.86978365,739000,5,128,2001
13055,Stare Miasto Kazimierz,Kraków,3,23460,50.051855,19.9449466,985000,3,68.98,1920
13056,Mokotów Jana Paw³a Woronicza,Warszawa,3,18196,52.18974245,21.0054742,1384000,5,121.47,2012
13057,Grunwald Raszyn,Poznañ,0,1714,52.3958369,16.8627283,370000,3,53,1965
13058,Podgórze Rybitwy Golikówka,Kraków,1,18290,50.0469994,20.0234836,295000,2,45,2019
13059,Wola Wieluñska,Warszawa,1,13561,51.1702436,18.3930364,430000,3,48,1971
13060,Je¿yce,Poznañ,4,1192,52.413045,16.9022122,992000,3,94.53,2020
13061,Centrum,Warszawa,10,7022,52.2311577,21.0100632,345000,1,20,2021
13062,Podgórze P³aszów ul. Przewóz,Kraków,3,26305,50.0435196,20.0712999,545395,3,57.41,2022
13063,Mokotów ul. Domaniewska 34B,Warszawa,8,9165,52.1839266,21.008725,1027500,4,79.41,2022
13064,Bemowo,Warszawa,0,15424,52.2389738,20.9132881,750000,3,73,2008
13065,Centrum,Warszawa,10,8567,52.2311577,21.0100632,345000,1,20,2021
13066,Praga-Po³udnie,Warszawa,2,17724,52.2373961,21.0712578,440000,2,52.2,1994
13067,Pr¹dnik Bia³y,Kraków,2,20916,50.1035684,19.95360311,495000,2,59.45,2008
13068,Podgórze Rydlówka,Kraków,4,30063,50.08780725,19.87804607,435000,2,37.33,2021
13069,Nowa Huta Czy¿yny ul. So³tysowska,Kraków,3,28342,50.0605887,20.0240353,354450,2,34.75,2022
13070,¯oliborz,Warszawa,2,7945,52.2675944,20.9796975,598000,3,47,1969
13071,Podgórze Duchackie ul. Walerego S³awka,Kraków,4,24754,50.0242313,19.959569,529000,3,60.22,2021
13072,Bie¿anów-Prokocim Bie¿anów Pod³êska,Kraków,1,21694,50.0087167,20.0131964,528000,3,66,2005
13073,Mistrzejowice,Kraków,3,25783,50.09742625,20.00960263,509175,2,67.89,2020
13074,Wola Mirów Grzybowska,Warszawa,10,11204,52.234542,20.99227218,2345000,3,97,2009
13075,Grunwald ul. Brzask,Poznañ,0,1498,52.406882,16.8789139,610000,3,70.3,2010
13076,Nowa Huta,Kraków,3,21809,50.08061865,20.1293322,485000,3,63,1993
13077,Podgórze P³aszów p³k. Ryszarda Kukliñskiego,Kraków,3,20202,50.04450785,19.9731901,585825,2,54.75,2021
13078,Stare Miasto Naramowice ul. Sielawy,Poznañ,0,1100,52.4463318,16.9512697,319642,2,45.02,2022
13079,Pr¹dnik Czerwony ul. Œliczna,Kraków,10,27303,50.0469432,19.99715344,1150053.12,5,99.52,2021
13080,Wola Muranów ul. Niska,Warszawa,2,18037,52.2495199,20.9827522,489000,2,38,1962
13081,Mokotów,Warszawa,4,13711,52.1939874,21.0457809,579000,2,38,2020
13082,Œródmieœcie,Warszawa,3,17400,52.2328098,21.019067,840000,3,54,1950
13083,Bielany Stefana ¯eromskiego,Warszawa,3,15314,52.2753681,20.9593867,536000,2,39.5,1960
13084,Grunwald ul. Smardzewska,Poznañ,0,2618,52.3898462,16.8606872,239000,1,25.84,2020
13085,Nowe Miasto Malta ul. Katowicka,Poznañ,5,4595,52.3973449,16.9619394,443362.5,3,50.67,2022
13086,Pr¹dnik Czerwony,Kraków,1,30267,50.0859419,19.96660061,501587,3,57.92,2021
13087,Nowa Huta Czy¿yny ul. WoŸniców,Kraków,3,26105,50.0469432,19.99715344,459700,2,45.97,2022
13088,Mokotów Górny Mokotów Mokotów Górny ul. Bukietowa,Warszawa,1,11281,52.1908609,21.0123427,489000,2,37,1965
13089,Podgórze Duchackie,Kraków,1,25451,50.01618985,19.95942096,500000,3,59,1978
13090,Dêbniki Kliny-Zacisze bpa. A. Ma³ysiaka,Kraków,2,30050,49.9988318,19.8938784,450374,3,67.22,2020
13091,Bielany S³odowiec Marymoncka,Warszawa,3,6910,52.3002922,20.9398674,1115000,3,70.38,2016
13092,Stare Miasto Winogrady,Poznañ,3,2767,52.4348647,16.9383531,394320,2,49.6,2020
13093,Ursus Skorosze W³adys³awa Hassa,Warszawa,3,9483,52.1888852,20.8956851,540000,2,59,2006
13094,Nowa Huta Czy¿yny ul. WoŸniców,Kraków,2,26072,50.0469432,19.99715344,483340,2,43.94,2022
13095,Ochota,Warszawa,4,16366,52.212225,20.9726299,932000,4,89,2014
13096,Bie¿anów-Prokocim £u¿ycka,Kraków,1,22810,50.0130357,19.9613468,490000,3,60,1975
13097,Podgórze ul. Stanis³awa Klimeckiego,Kraków,2,24904,50.0492242,19.9703793,749000,3,74.05,2021
13098,Bie¿anów-Prokocim Henryka i Karola Czeczów,Kraków,1,25093,50.0205864,20.0569504,243800,2,31.46,2022
13099,Pr¹dnik Bia³y,Kraków,1,28126,50.1035684,19.95360311,529202,3,57.99,2020
13100,Nowe Miasto Malta abpa Walentego Dymka,Poznañ,0,2999,52.3938613,16.9910647,258816,1,26.96,2020
13101,Grzegórzki ul. Fabryczna,Kraków,2,28928,50.058444,19.9702351,474740,1,33.91,2021
13102,Nowe Miasto Malta ul. Katowicka,Poznañ,3,5809,52.3973449,16.9619394,312930,2,32.94,2022
13103,Targówek Targówek Mieszkaniowy Pra³atowska,Warszawa,2,16452,52.2699374,21.0508236,575000,3,60.5,1976
13104,Dêbniki Kliny-Zacisze bpa. A. Ma³ysiaka,Kraków,0,29821,49.9988318,19.8938784,425165,3,65.41,2021
13105,Podgórze Walerego S³awka,Kraków,8,24319,50.0242313,19.959569,419000,2,41.6,2021
13106,Mokotów ul. Jana III Sobieskiego,Warszawa,10,17505,52.2319581,21.0067249,2300000,3,200,2002
13107,Praga-Po³udnie,Warszawa,4,17101,52.2373961,21.0712578,500000,2,45,2021
13108,Bie¿anów-Prokocim Aleksandry,Kraków,9,22052,50.0125868,20.0194086,356000,2,35.6,1980
13109,Bie¿anów-Prokocim ul. Mariana Domaga³y,Kraków,4,27823,50.0219561,20.0509824,324880,3,52.4,2021
13110,Podgórze Duchackie Puszkarska,Kraków,3,23703,50.0238506,19.9601831,535568,3,59.84,2021
13111,Mokotów,Warszawa,1,12627,52.1939874,21.0457809,1500000,3,105,2012
13112,Mistrzejowice ul. Piasta Ko³odzieja,Kraków,3,23388,50.0986433,20.0132206,474240,4,62.4,2022
13113,Bronowice Józefa Che³moñskiego,Kraków,2,18753,50.0863097,19.9139884,469000,3,52.64,2007
13114,Krowodrza Adama Vetulaniego,Kraków,2,27476,50.0947269,19.9247728,320000,2,34,2021
13115,Mokotów S³u¿ewiec Komputerowa,Warszawa,1,18045,52.17674,20.9922232,1390000,3,84,2019
13116,Bielany   Klaudyny,Warszawa,2,9470,52.2829871,20.97379815,780000,4,88,1989
13117,Mokotów Cypryjska,Warszawa,5,14014,52.2319581,21.0067249,2400000,5,281.3,2004
13118,Podgórze Duchackie Wola Duchacka Walerego S³awka,Kraków,1,19998,50.0205244,19.9601785,670000,3,84.32,2013
13119,Bia³o³êka Marywilska,Warszawa,5,11380,52.3142761,20.9989336,789000,3,67.47,2019
13120,Wilanów Augustówka,Warszawa,1,11584,52.1811296,21.08779541,299000,1,28.6,1994
13121,Stare Miasto Podgórna,Poznañ,5,4292,52.405537,16.9325009,1418680,2,97.84,2021
13122,Mistrzejowice,Kraków,0,19721,50.09742625,20.00960263,434790,2,48.18,2020
13123,Mokotów Buska,Warszawa,2,14634,52.176777,21.0690873,548500,2,45.24,2021
13124,Mistrzejowice Piasta Ko³odzieja,Kraków,4,25038,50.0986433,20.0132206,267456,1,27.86,2020
13125,Wawer Marysin Wawerski ul. GoŸdzików,Warszawa,2,14930,52.2319581,21.0067249,299000,1,28.88,2022
13126,wielkopolskie,Poznañ,5,2183,52.4006632,16.91973259,925000,3,101.93,2020
13127,Podgórze,Kraków,4,26544,50.0430999,19.9529614,533000,2,41,2017
13128,Nowe Miasto Malta ul. Katowicka,Poznañ,4,5829,52.3973449,16.9619394,312930,2,32.94,2022
13129,Mokotów,Warszawa,0,9677,52.1939874,21.0457809,530000,3,53,1970
13130,Stare Miasto Wilczak Wilczak 16 A,Poznañ,0,6163,52.4300916,16.95147258,292063,1,36.97,2020
13131,Bemowo Bogatyñska,Warszawa,1,12299,52.244343,20.9180721,1188100,6,133,1996
13132,Wilanów Syta,Warszawa,2,12381,52.1618721,21.1150151,799900,4,96.62,2021
13133,Wola M³ynów,Warszawa,2,7235,52.2391698,20.9584688,340000,1,26,1964
13134,Podgórze Zab³ocie Stanis³awa Klimeckiego,Kraków,2,19951,50.0492242,19.9703793,369000,2,28.29,2021
13135,Dêbniki ul. Kobierzyñska,Kraków,6,18550,50.0264036,19.9118498,489000,2,43.9,2021
13136,Stare Miasto Naramowice ul. Czarnucha,Poznañ,1,1921,52.4499763,16.9527562,402747.3,3,59.49,2020
13137,Grunwald £azarz Boles³awa Limanowskiego,Poznañ,1,2172,52.3981265,16.8956351,435000,3,67.85,1900
13138,Stare Miasto plac Na Groblach,Kraków,4,22090,50.0561004,19.9320048,1260000,2,50,1990
13139,Bia³o³êka ¯erañ Kowalczyka,Warszawa,10,16077,52.3037427,20.9895478,470000,2,43,2015
13140,Podgórze Duchackie Kurdwanów Marii i Boles³awa Wys³ouchów,Kraków,2,20742,50.0084756,19.9591527,389000,2,52.3,1999
13141,Podgórze ul. Koszykarska,Kraków,0,18814,50.0498929,19.9906026,555345,3,53.29,2021
13142,Wilanów ul. Sarmacka,Warszawa,0,11742,52.1656517,21.0767961,1022750,4,81.82,2006
13143,Mokotów Sadyba,Warszawa,1,12248,52.1826324,21.06738964,308900,1,29.5,2000
13144,Grzegórzki Podgórska,Kraków,7,25027,50.0529545,19.957505,716309,2,53.06,2020
13145,¯oliborz ks. Jerzego Popie³uszki,Warszawa,1,6859,52.270297,20.9738433,599000,2,44,1952
13146,Praga-Po³udnie Goc³aw,Warszawa,6,10072,52.2286331,21.1065722,479400,2,44.99,2022
13147,Pr¹dnik Bia³y Glogera,Kraków,2,18780,50.1029142,19.9284465,495792,2,56.34,2021
13148,Bia³o³êka,Warszawa,10,15673,52.3196649,21.0211773,470000,2,42,2015
13149,Grunwald Œwierczewo Opolska,Poznañ,0,1552,52.371389,16.9017535,399000,3,61.6,1940
13150,Mistrzejowice,Kraków,1,29846,50.09742625,20.00960263,484330,4,65.45,2022
13151,Pr¹dnik Bia³y Henryka Pachoñskiego,Kraków,0,22376,50.0949773,19.92040549,464130,3,51.57,2022
13152,Wola Juliana Konstantego Ordona,Warszawa,7,15051,52.2247928,20.9525803,1026975,4,98.7,2022
13153,wielkopolskie,Poznañ,0,4378,52.4006632,16.91973259,292500,3,32.5,2022
13154,Mokotów Bia³ej Koniczyny,Warszawa,2,14004,52.1842458,21.042709,1759615,4,117.7,2020
13155,Praga-Pó³noc ul. Szwedzka,Warszawa,1,12324,52.2634539,21.0453302,880682.76,3,76.21,2022
13156,Grunwald,Poznañ,2,1639,52.404212,16.882542,328000,2,41.15,2022
13157,Mistrzejowice,Kraków,1,24009,50.09742625,20.00960263,489520,3,61.19,2020
13158,Podgórze Wielicka,Kraków,6,24444,50.0336609,19.9712973,461329,2,49.34,2020
13159,£agiewniki-Borek Fa³êcki Borek Fa³êcki Zdunów,Kraków,1,25715,50.0188872,19.9212195,455000,3,53,2020
13160,Wola Mirów £ucka,Warszawa,10,10851,52.2330238,20.9917789,829900,2,56.8,2004
13161,Mokotów,Warszawa,8,11662,52.1939874,21.0457809,495000,3,46,1967
13162,Podgórze Duchackie Wola Duchacka,Kraków,7,26368,50.0146222,19.953758,499000,4,70,1980
13163,Bia³o³êka,Warszawa,3,15706,52.3196649,21.0211773,342000,1,34.2,2004
13164,Nowa Huta Czy¿yny Sikorki,Kraków,4,27710,50.0625885,20.0200767,390000,1,40.6,2018
13165,Stare Miasto Naramowice,Poznañ,2,393,52.4496489,16.9494082,448537,3,67.44,2021
13166,Grunwald £azarz ul. Antoniego Ma³eckiego,Poznañ,3,1079,52.3976096,16.9043776,359000,2,44.1,1910
13167,Wzgórza Krzes³awickie ul.Gustawa Morcinka,Kraków,2,26652,50.1047809,20.0362743,267912,2,37.21,2022
13168,Œródmieœcie,Warszawa,0,14941,52.2328098,21.019067,559900,2,46,1961
13169,Grunwald Górczyn ul. Romana Dmowskiego,Poznañ,1,5476,52.3817991,16.8916385,476600,2,65.27,2021
13170,Grzegórzki Wincentego Pola,Kraków,1,27672,50.1770893,19.8152974,449000,1,34,2006
13171,Targówek Bródno ul. Wyszogrodzka,Warszawa,6,11077,52.2881039,21.0398192,350000,1,33.1,1982
13172,Podgórze Duchackie Wola Duchacka,Kraków,0,22606,50.0146222,19.953758,489600,3,61.2,2020
13173,Wilanów ul. Bruzdowa,Warszawa,2,9057,52.1745453,21.1110175,700200,2,77.8,2022
13174,Pr¹dnik Czerwony Reduta,Kraków,3,21941,50.1609054,19.74308913,390000,2,31.5,2020
13175,Pr¹dnik Czerwony ul. Œliczna,Kraków,9,26816,50.0469432,19.99715344,1005718.68,3,87.03,2021
13176,Mokotów ul. Domaniewska 34B,Warszawa,8,9247,52.1839266,21.008725,479600,1,29.8,2022
13177,Nowe Miasto Rataje,Poznañ,3,1564,52.3901295,16.9535909,302930,2,36.6,2022
13178,Mokotów Orzycka,Warszawa,6,9436,52.1748943,21.003529,549000,2,46.8,1966
13179,W³ochy Nowe W³ochy ul. Rybnicka,Warszawa,1,7898,52.2114048,20.9097296,999000,4,82,2015
13180,Mokotów ul. Domaniewska 34B,Warszawa,5,9286,52.1839266,21.008725,773100,3,61.46,2022
13181,Stare Miasto Centrum,Poznañ,3,1207,52.3601021,16.84983412,469000,2,36.5,2020
13182,Pr¹dnik Bia³y,Kraków,1,29662,50.1035684,19.95360311,911648,5,109.72,2020
13183,Mokotów Belwederska,Warszawa,4,8500,52.20523185,21.03279933,1140000,2,57,2009
13184,Krowodrza,Kraków,0,27607,50.07087985,19.91656312,534989,4,58.79,2021
13185,Dêbniki Ruczaj ul. Obozowa,Kraków,1,20136,50.0206194,19.9145455,510000,3,59.8,2010
13186,¯oliborz Zygmunta Krasiñskiego,Warszawa,0,15827,52.26881,20.9891048,429000,2,37.39,1935
13187,Grunwald Górczyn Koœciañska,Poznañ,1,6128,52.4006632,16.91973259,1125000,2,225,2021
13188,Nowa Huta Czy¿yny Sikorki,Kraków,6,29090,50.0625885,20.0200767,499000,2,49.08,2019
13189,Nowe Miasto Malta ul. Katowicka,Poznañ,3,5774,52.3973449,16.9619394,549912.5,4,75.85,2022
13190,Pr¹dnik Bia³y Azory Radzikowskiego,Kraków,0,21347,50.0835261,19.9038175,207480,1,21.84,2020
13191,Grunwald Krzysztofa  Arciszewskiego,Poznañ,4,2765,52.3923678,16.8854462,349000,3,52,1966
13192,Mokotów,Warszawa,0,7463,52.1939874,21.0457809,459000,2,44.3,1974
13193,Praga-Po³udnie Grochowska,Warszawa,2,6743,52.2497745,21.1068857,515000,2,49.3,2001
13194,Podgórze Wielicka,Kraków,1,26184,50.0336609,19.9712973,562035,3,65.49,2021
13195,Œródmieœcie Œródmieœcie Po³udniowe,Warszawa,1,8130,52.2222528,21.0156995,2050000,4,104.25,1886
13196,Wola Okopowa,Warszawa,1,16262,52.2375619,20.9787541,685000,2,65,1999
13197,Wola ul. Dzielna,Warszawa,3,6578,52.2467494,20.9931038,575000,2,38.3,1950
13198,Rembertów ul. Che³m¿yñska,Warszawa,0,11402,52.2459641,21.133045,484794,4,70.26,2022
13199,Bie¿anów-Prokocim Wielicka 179,Kraków,1,29728,50.0102971,20.00857,532611,3,64.17,2021
13200,Grzegórzki ul. p³k. Francesco Nullo,Kraków,9,25068,50.0469432,19.99715344,1013250,3,81.06,2022
13201,Nowe Miasto Malta ul. Katowicka,Poznañ,2,5753,52.3973449,16.9619394,368797.5,2,39.87,2022
13202,Pr¹dnik Bia³y Górka Narodowa,Kraków,1,27679,50.0974858,19.9592694,386471,2,42.19,2020
13203,Bie¿anów-Prokocim Wielicka 179,Kraków,0,27920,50.0102971,20.00857,239020,1,25.16,2021
13204,Targówek,Warszawa,1,6915,52.2751918,21.0580854,399000,2,45.5,1980
13205,Œródmieœcie Œródmieœcie Pó³nocne pl. Plac Mirowski,Warszawa,5,8081,52.2388129,20.99794563,699000,2,54.8,1937
13206,Je¿yce ul. œw. Wawrzyñca 11,Poznañ,2,5083,52.4201252,16.8956979,369938.5,2,44.95,2022
13207,Je¿yce ul. Sochaczewska,Poznañ,3,123,52.425428,16.9139443,359000,3,43,1980
13208,Krowodrza ¯abiniec,Kraków,3,22709,50.0851745,19.9473248,652058,3,60.94,2020
13209,Grzegórzki ul. p³k. Francesco Nullo,Kraków,9,28802,50.0469432,19.99715344,1618878,3,117.31,2022
13210,Praga-Pó³noc Siedlecka,Warszawa,4,14278,52.2580013,21.0550271,371565,2,32.31,1930
13211,Stare Miasto D³uga,Kraków,1,29193,50.2658017,19.785956,995000,3,80.3,1900
13212,Nowe Miasto Malta ul. Katowicka,Poznañ,4,4618,52.3973449,16.9619394,429887.5,3,49.13,2022
13213,Podgórze Jana Zamoyskiego,Kraków,1,25255,50.0426104,19.94631499,1147000,3,74,2018
13214,Podgórze,Kraków,1,26483,50.0430999,19.9529614,456228,2,44.51,2021
13215,Bemowo ul. p³k. Witolda £okuciewskiego,Warszawa,1,8870,52.2319581,21.0067249,539000,2,45.54,2016
13216,Ursus Apartamentowa,Warszawa,3,17517,52.1941744,20.9068279,280000,1,32,2002
13217,Nowa Huta Czy¿yny Nowohucka 46,Kraków,3,30159,50.0558029,19.9993305,511672,3,57.17,2022
13218,Zwierzyniec Salwator,Kraków,1,24489,50.0550023,19.908853,1085000,3,108.53,1932
13219,Nowa Huta Czy¿yny ul. WoŸniców,Kraków,0,26131,50.0469432,19.99715344,459700,2,45.97,2022
13220,Dêbniki Ruczaj prof. Micha³a Bobrzyñskiego,Kraków,5,20818,50.0206269,19.8981903,540100,2,49.1,2011
13221,Mokotów,Warszawa,2,6329,52.1939874,21.0457809,669000,2,45,1958
13222,Œródmieœcie,Warszawa,10,11149,52.2328098,21.019067,5700000,4,161,2004
13223,Grzegórzki,Kraków,2,26192,50.06497215,19.96882552,510000,3,59,1980
13224,Mokotów Piaseczyñska,Warszawa,1,12635,52.1909766,21.0317945,1790000,4,119.53,2019
13225,Œródmieœcie mjr. Ryszarda Nuszkiewicza,Kraków,2,25599,50.0899957,19.9633275,340000,1,35.6,2001
13226,Wzgórza Krzes³awickie ul.Gustawa Morcinka,Kraków,2,26692,50.1047809,20.0362743,322320,2,47.4,2022
13227,Praga-Po³udnie Grochów Grenadierów,Warszawa,3,15517,52.24444995,21.07575223,1047750,3,95.7,2021
13228,£agiewniki-Borek Fa³êcki Borek Fa³êcki,Kraków,1,29933,50.0232502,19.9346479,1330450,3,120.9,2019
13229,Œródmieœcie Œródmieœcie Pó³nocne,Warszawa,10,10801,52.2402106,21.01885112,2490000,4,103.83,2019
13230,Bronowice ul. Bronowicka,Kraków,3,20409,50.0778251,19.90068099,664920,2,55.41,2022
13231,Stare Miasto Centrum ul. Œlusarska,Poznañ,1,1002,52.4006632,16.91973259,470000,3,54.3,1920
13232,Krowodrza Kazimierza Pu¿aka,Kraków,4,29331,50.0842211,19.9048593,350000,2,35,1980
13233,Grzegórzki ul. Grzegórzecka,Kraków,4,28735,50.0587885,19.9500605,935000,3,74.8,2020
13234,Wola,Warszawa,8,14435,52.2362379,20.9547815,583890,2,48,2021
13235,Dêbniki Twardowskiego,Kraków,1,29100,50.0436088,19.9224894,1100000,4,110,2013
13236,Stare Miasto,Kraków,1,29479,50.0590398,19.9371683,689800,3,68.98,1920
13237,Wilanów ul. Bruzdowa,Warszawa,1,9441,52.1745453,21.1110175,435053,2,44.99,2022
13238,Bia³o³êka,Warszawa,4,11945,52.3196649,21.0211773,524129,3,58.49,2022
13239,Mistrzejowice os. Bohaterów Wrzeœnia,Kraków,0,29396,50.0987686,20.0125241,404000,2,58,2007
13240,Mokotów ul. Bokserska,Warszawa,0,8691,52.1696586,20.9970149,399000,2,32.37,2022
13241,Weso³a,Warszawa,0,11784,52.2517942,21.2292763,399999,2,45,2005
13242,Dêbniki,Kraków,5,24115,50.0518611,19.9270367,489000,2,43.9,2021
13243,Bielany S³odowiec,Warszawa,0,12408,52.2737054,20.9611986,399998,2,36,1975
13244,Praga-Po³udnie Goc³aw,Warszawa,2,8550,52.2286331,21.1065722,479648,2,45.6,2022
13245,Dêbniki Kliny-Zacisze bpa. A. Ma³ysiaka,Kraków,1,29815,49.9988318,19.8938784,435500,4,65,2021
13246,Grunwald Jeleniogórska 1/3,Poznañ,1,5581,52.404212,16.882542,318078,1,38.79,2021
13247,Mokotów,Warszawa,1,6538,52.1939874,21.0457809,1099000,4,84.67,2020
13248,Nowe Miasto Œródka,Poznañ,2,1719,52.4006632,16.91973259,209000,1,23,2020
13249,Grunwald Jeleniogórska 1/3,Poznañ,4,5628,52.404212,16.882542,358424,2,40.73,2021
13250,Nowa Huta Czy¿yny Nowohucka 46,Kraków,1,30123,50.0558029,19.9993305,493238,3,55.42,2022
13251,Stare Miasto ul. D³uga 24,Kraków,2,29994,50.0679951,19.93831299,696081.4,1,29.47,2020
13252,Podgórze P³aszów Myœliwska,Kraków,0,26949,50.0454593,20.0002025,647000,4,70.81,2022
13253,Pr¹dnik Bia³y,Kraków,0,29836,50.1035684,19.95360311,417600,2,52.2,2021
13254,Podgórze Duchackie Walerego S³awka,Kraków,3,24159,50.0242313,19.959569,399000,2,46.7,2021
13255,Stare Miasto,Poznañ,1,1749,52.4087213,16.9336538,592000,4,91,2021
13256,Wola Nowolipki,Warszawa,0,16420,52.2465341,20.9799083,470000,2,35.5,1951
13257,Mokotów al. gen. W³adys³awa Sikorskiego,Warszawa,2,18090,52.2319581,21.0067249,640000,2,41,2020
13258,Grunwald Jeleniogórska 1/3,Poznañ,2,5579,52.404212,16.882542,547573,3,75.01,2021
13259,Stare Miasto Kleparz NOWY KLEPARZ/OKOL./,Kraków,2,19259,50.0469432,19.99715344,1052337,3,86.97,1930
13260,Krowodrza,Kraków,4,23194,50.07087985,19.91656312,329000,1,24.01,2019
13261,Ochota Stara Ochota ul. Barska,Warszawa,7,14239,52.2190118,20.9757129,2279000,5,150,2020
13262,Praga-Po³udnie Lizboñska,Warszawa,10,15516,52.2285004,21.0681365,592800,3,62.4,1985
13263,Grzegórzki ul. Grzegórzecka,Kraków,8,25624,50.0587885,19.9500605,394545,1,27.21,2020
13264,Bie¿anów-Prokocim,Kraków,0,28019,50.01706235,20.02299186,519210,3,57.69,2022
13265,Stare Miasto Kazimierza Morawskiego,Kraków,3,22728,50.056507,19.9278234,1142050,3,68.54,2019
13266,Mokotów Z³oty Potok,Warszawa,3,11242,52.2319581,21.0067249,572999,1,57.35,2022
13267,Podgórze,Kraków,1,26481,50.0430999,19.9529614,537669,3,54.31,2021
13268,Bia³o³êka ul. Leona Berensona,Warszawa,1,11844,52.3246245,21.0547602,399876,3,56,2020
13269,Stare Miasto Pi¹tkowo,Poznañ,3,1781,52.4006632,16.91973259,532000,4,81,1998
13270,Dêbniki Kliny-Zacisze,Kraków,1,26582,50.00969645,19.9059018,458712,4,63.71,2020
13271,Grzegórzki ul. Grzegórzecka,Kraków,2,28743,50.0587885,19.9500605,1003557,3,81.59,2020
13272,Bie¿anów-Prokocim ul. Mariana Domaga³y,Kraków,4,27835,50.0219561,20.0509824,319300,3,51.5,2021
13273,Wola,Warszawa,2,15582,52.2362379,20.9547815,350000,1,21,1070
13274,Nowa Huta,Kraków,0,20846,50.08061865,20.1293322,599000,3,69,1950
13275,W³ochy Budki Szczêœliwickie,Warszawa,2,16390,52.2319581,21.0067249,419000,2,39.7,2020
13276,Je¿yce So³acz Nad Wierzbakiem,Poznañ,2,2047,52.4203957,16.9084876,764000,3,88.4,2003
